url,status,final_url,redirected,response_time,error
https://ydcleaning.com.au/services/bond-cleaning-adelaide-bridgewater/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-bridgewater/,False,1.53,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-brighton/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-brighton/,False,1.54,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-burnside/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-burnside/,False,1.53,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-christies-beach/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-christies-beach/,False,1.51,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-clearview/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-clearview/,False,1.43,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-collinswood/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-collinswood/,False,1.49,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-dulwich/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-dulwich/,False,1.6,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-east-adelaide/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-east-adelaide/,False,1.59,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-enfield/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-enfield/,False,1.69,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-fairview-park/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-fairview-park/,False,1.63,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-findon/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-findon/,False,1.68,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-gawler/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-gawler/,False,1.55,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-gepps-cross/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-gepps-cross/,False,1.59,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-glenelg/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-glenelg/,False,1.67,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-golden-grove/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-golden-grove/,False,1.97,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-grange/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-grange/,False,2.09,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-greenacres/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-greenacres/,False,2.0,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-gumeracha/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-gumeracha/,False,1.99,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-hahndorf/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-hahndorf/,False,1.97,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-hallett-cove/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-hallett-cove/,False,2.04,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-henley-beach/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-henley-beach/,False,2.0,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-highbury/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-highbury/,False,2.01,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-holden-hill/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-holden-hill/,False,2.01,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-hyde-park/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-hyde-park/,False,1.93,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-kensington-gardens/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-kensington-gardens/,False,1.62,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-kensington/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-kensington/,False,1.72,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-kent-town/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-kent-town/,False,1.67,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-kidman-park/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-kidman-park/,False,1.69,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-kilburn/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-kilburn/,False,1.7,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-klemzig/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-klemzig/,False,1.71,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-largs-bay/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-largs-bay/,False,1.79,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-malvern/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-malvern/,False,1.82,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-marion/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-marion/,False,1.86,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-mawson-lakes/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-mawson-lakes/,False,1.91,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-modbury-heights/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-modbury-heights/,False,1.89,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-modbury/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-modbury/,False,1.92,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-morphett-vale/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-morphett-vale/,False,1.93,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-mount-barker/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-mount-barker/,False,1.91,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-murray-bridge/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-murray-bridge/,False,1.87,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-noarlunga/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-noarlunga/,False,1.87,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-north-adelaide/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-north-adelaide/,False,1.83,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-norwood/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-norwood/,False,1.99,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-oaklands-park/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-oaklands-park/,False,1.98,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-parafield-gardens/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-parafield-gardens/,False,2.0,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-parafield/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-parafield/,False,2.0,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-parkside/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-parkside/,False,2.0,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-pooraka/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-pooraka/,False,1.99,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-port-adelaide/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-port-adelaide/,False,2.01,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-prospect/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-prospect/,False,2.04,
https://ydcleaning.com.au/services/bond-cleaning-adelaide-redwood-park/,200,https://ydcleaning.com.au/services/bond-cleaning-adelaide-redwood-park/,False,2.04,
